No.,Time,Source,Destination,Protocol,Length,Info
1,0.000000,10.113.171.201,10.113.112.211,DNS,68,Standard query 0x557b A mqtt-mini.facebook.com
2,0.015826,10.113.171.201,10.63.57.221,TCP,60,33412  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=30980541 TSecr=0 WS=256
3,0.022208,10.113.171.201,10.113.112.211,DNS,62,Standard query 0xab77 A mtalk.google.com
4,0.027662,10.113.171.201,10.113.112.211,DNS,60,Standard query 0x2525 A g.whatsapp.net
5,0.030699,10.113.112.211,10.113.171.201,DNS,113,Standard query response 0x557b A mqtt-mini.facebook.com CNAME mqtt-mini.c10r.facebook.com A 157.240.3.34
6,0.031606,10.63.57.221,10.113.171.201,TCP,48,"443  >  33412 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=256"
7,0.032104,10.113.171.201,10.63.57.221,TCP,40,33412  >  443 [ACK] Seq=1 Ack=1 Win=79872 Len=0
8,0.045037,10.113.171.201,10.63.57.221,TLSv1.3,446,Client Hello (SNI=mqtt-mini.facebook.com)
9,0.045695,10.63.57.221,10.113.171.201,TCP,40,443  >  33412 [ACK] Seq=1 Ack=407 Win=1048064 Len=0
10,0.049542,10.113.112.211,10.113.171.201,DNS,107,Standard query response 0xab77 A mtalk.google.com CNAME mobile-gtalk.l.google.com A 74.125.135.188
11,0.050242,10.113.112.211,10.113.171.201,DNS,99,Standard query response 0x2525 A g.whatsapp.net CNAME chat.cdn.whatsapp.net A 157.240.3.55
12,0.063061,10.113.171.201,10.2.188.222,TCP,60,51994  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=30980669 TSecr=0 WS=256
13,0.070569,10.113.171.201,10.38.181.139,TCP,60,48816  >  5228 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=30980671 TSecr=0 WS=256
14,0.072404,10.63.57.221,10.113.171.201,TLSv1.3,276,"Server Hello, Change Cipher Spec, Application Data"
15,0.072862,10.113.171.201,10.63.57.221,TCP,40,33412  >  443 [ACK] Seq=407 Ack=237 Win=80896 Len=0
16,0.078043,10.113.171.201,10.63.57.221,TLSv1.3,46,Change Cipher Spec
17,0.078236,10.63.57.221,10.113.171.201,TCP,40,443  >  33412 [ACK] Seq=237 Ack=413 Win=1048320 Len=0
18,0.078681,10.113.171.201,10.63.57.221,TLSv1.3,98,Application Data
19,0.078826,10.63.57.221,10.113.171.201,TCP,40,443  >  33412 [ACK] Seq=237 Ack=471 Win=1048320 Len=0
20,0.090002,10.2.188.222,10.113.171.201,TCP,48,"5222  >  51994 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=256"
21,0.090276,10.113.171.201,10.2.188.222,TCP,40,51994  >  5222 [ACK] Seq=1 Ack=1 Win=79872 Len=0
22,0.090337,10.63.57.221,10.113.171.201,TLSv1.3,217,Application Data
23,0.090446,10.38.181.139,10.113.171.201,TCP,48,"5228  >  48816 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=256"
24,0.090741,10.113.171.201,10.38.181.139,TCP,40,48816  >  5228 [ACK] Seq=1 Ack=1 Win=79872 Len=0
25,0.094993,10.113.171.201,10.38.181.139,TLSv1.3,576,Client Hello (SNI=mtalk.google.com)
26,0.095516,10.38.181.139,10.113.171.201,TCP,40,5228  >  48816 [ACK] Seq=1 Ack=537 Win=1047808 Len=0
