No.,Time,Source,Destination,Protocol,Length,Info
2122,58.539752,10.218.159.69,10.3.217.138,MDNS,157,"Standard query 0x0000 ANY DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local, ""QM"" question SRV 0 0 49152 Akshays-iPhone.local"
2127,58.790807,10.218.159.69,10.3.217.138,MDNS,157,"Standard query 0x0000 ANY DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local, ""QM"" question SRV 0 0 49152 Akshays-iPhone.local"
2138,59.040779,10.218.159.69,10.3.217.138,MDNS,388,"Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local SRV, cache flush 0 0 49152 Akshays-iPhone.local AAAA, cache flush fe80::14de:6448:b8f9:8a47 A, cache flush 169.254.55.98 NSEC, cache flush Akshays-iPhone.local NSEC, cache flush DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local"
2175,60.04187,10.218.159.69,10.3.217.138,MDNS,388,"Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local SRV, cache flush 0 0 49152 Akshays-iPhone.local AAAA, cache flush fe80::14de:6448:b8f9:8a47 A, cache flush 169.254.55.98 NSEC, cache flush Akshays-iPhone.local NSEC, cache flush DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local"
2184,60.24545,10.218.159.69,10.3.217.138,MDNS,130,Standard query response 0x0000 PTR 5E9DB979-A367-4D94-B668-698264952C6C._remotepairing._tcp.local
2251,62.041864,10.218.159.69,10.3.217.138,MDNS,388,"Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local SRV, cache flush 0 0 49152 Akshays-iPhone.local AAAA, cache flush fe80::14de:6448:b8f9:8a47 A, cache flush 169.254.55.98 NSEC, cache flush Akshays-iPhone.local NSEC, cache flush DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local"
2260,62.246365,10.218.159.69,10.3.217.138,MDNS,130,Standard query response 0x0000 PTR 5E9DB979-A367-4D94-B668-698264952C6C._remotepairing._tcp.local
2397,66.042744,10.218.159.69,10.3.217.138,MDNS,388,"Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local SRV, cache flush 0 0 49152 Akshays-iPhone.local AAAA, cache flush fe80::14de:6448:b8f9:8a47 A, cache flush 169.254.55.98 NSEC, cache flush Akshays-iPhone.local NSEC, cache flush DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local"
3859,107.299043,10.194.121.62,10.3.217.138,MDNS,560,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 93ac07ec._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _apple-mobdev2._tcp.local, ""QM"" question PTR _remotepairing-manual-pairing._tcp.local, ""QM"" question PTR _remotepairing._tcp.local, ""QM"" question PTR Akshay‚\200\231s MacBook Pro._companion-link._tcp.local PTR DA2A8149-51EA-4E8B-AB02-4FFF3280DEE8._remotepairing._tcp.local"
4205,117.000092,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
4274,118.878386,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
4343,120.921704,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
4378,121.977918,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
4447,123.92555,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
4514,125.753662,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
4517,126.009967,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
4656,130.173982,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
4795,134.045018,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
4964,138.824039,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
5097,142.728118,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
5198,146.926378,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
5303,151.020099,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
5388,155.701647,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
5465,159.761445,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
5566,164.327518,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
5659,168.161809,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
5760,173.1382,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
5841,176.852735,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728284
5952,181.597821,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d450
7449,244.874147,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
7485,246.872927,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
7526,249.014665,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
7556,249.895747,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
7586,251.695393,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
7631,253.419352,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
7645,253.840754,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
7781,258.812217,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
7830,260.606068,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=85ebfe628387fb3a, SCID=c0a6756ef708cdcd, PKN: 0, CRYPTO, PADDING"
7834,260.650399,10.240.103.183,10.200.28.4,TCP,68,62465  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=438578656 TSecr=0 SACK_PERM
7842,260.9172,10.240.103.183,10.87.164.16,TCP,68,62466  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=1568684754 TSecr=0 SACK_PERM
7846,261.063854,10.240.103.183,10.196.65.32,TCP,68,62467  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=181869468 TSecr=0 SACK_PERM
7863,261.206623,10.240.103.183,10.160.29.21,TCP,68,62468  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=4142445686 TSecr=0 SACK_PERM
7868,261.349312,10.240.103.183,10.136.167.35,TCP,68,62469  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=320671607 TSecr=0 SACK_PERM
7878,261.609269,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=85ebfe628387fb3a, SCID=c0a6756ef708cdcd, PKN: 1, CRYPTO, PADDING"
7905,262.235984,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
7912,262.304523,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=ec331cd3510ff2b3, SCID=5984da49a11da9bd, PKN: 0, CRYPTO, PADDING"
7915,262.44809,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=fba3cb15af0ae44c, SCID=0a5c658de5dfcc00, PKN: 0, CRYPTO, PADDING"
7916,262.48818,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7917,262.488183,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7919,262.593007,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=b1540a54cf10921a, SCID=d657948a228335eb, PKN: 0, CRYPTO, PADDING"
7920,262.633086,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7921,262.633089,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7941,262.739001,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=2ecccf0a794b773b, SCID=a426ee9cdf3d55c8, PKN: 0, CRYPTO, PADDING"
7943,262.883153,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=50245d7a4e5e4d84, SCID=63ca455988a03d4d, PKN: 0, CRYPTO, PADDING"
7945,263.027962,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=c555a08cbe044682, SCID=23a7911e080fbfe1, PKN: 0, CRYPTO, PADDING"
7952,263.173204,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=b699ba5d5902af14, SCID=fbb25bf7429bbacb, PKN: 0, CRYPTO, PADDING"
7954,263.302793,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=ec331cd3510ff2b3, SCID=5984da49a11da9bd, PKN: 1, CRYPTO, PADDING"
7958,263.451273,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=fba3cb15af0ae44c, SCID=0a5c658de5dfcc00, PKN: 1, CRYPTO, PADDING"
7960,263.596216,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=b1540a54cf10921a, SCID=d657948a228335eb, PKN: 1, CRYPTO, PADDING"
7961,263.608951,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=85ebfe628387fb3a, SCID=c0a6756ef708cdcd, PKN: 2, CRYPTO, PADDING"
7981,263.739993,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=2ecccf0a794b773b, SCID=a426ee9cdf3d55c8, PKN: 1, CRYPTO, PADDING"
7983,263.773124,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7984,263.773126,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7986,263.885565,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=50245d7a4e5e4d84, SCID=63ca455988a03d4d, PKN: 1, CRYPTO, PADDING"
7988,263.929045,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7989,263.929047,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
7991,264.028639,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=c555a08cbe044682, SCID=23a7911e080fbfe1, PKN: 1, CRYPTO, PADDING"
7995,264.17603,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=b699ba5d5902af14, SCID=fbb25bf7429bbacb, PKN: 1, CRYPTO, PADDING"
8011,264.963093,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8012,264.963096,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8032,265.258056,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8033,265.258059,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8034,265.304992,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=ec331cd3510ff2b3, SCID=5984da49a11da9bd, PKN: 2, CRYPTO, PADDING"
8036,265.453398,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=fba3cb15af0ae44c, SCID=0a5c658de5dfcc00, PKN: 2, CRYPTO, PADDING"
8039,265.598366,10.240.103.183,10.33.3.182,QUIC,1382,"Initial, DCID=b1540a54cf10921a, SCID=d657948a228335eb, PKN: 2, CRYPTO, PADDING"
8043,265.742138,10.240.103.183,10.225.11.199,QUIC,1382,"Initial, DCID=2ecccf0a794b773b, SCID=a426ee9cdf3d55c8, PKN: 2, CRYPTO, PADDING"
8044,265.887713,10.240.103.183,10.164.2.89,QUIC,1382,"Initial, DCID=50245d7a4e5e4d84, SCID=63ca455988a03d4d, PKN: 2, CRYPTO, PADDING"
8047,266.030758,10.240.103.183,10.224.192.121,QUIC,1382,"Initial, DCID=c555a08cbe044682, SCID=23a7911e080fbfe1, PKN: 2, CRYPTO, PADDING"
8067,266.178186,10.240.103.183,10.130.2.228,QUIC,1382,"Initial, DCID=b699ba5d5902af14, SCID=fbb25bf7429bbacb, PKN: 2, CRYPTO, PADDING"
8079,266.91847,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
8198,270.764633,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
8301,275.44668,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
8360,278.831205,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
8409,280.374218,10.240.103.183,10.28.172.225,TCP,68,62470  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3537341099 TSecr=0 SACK_PERM
8412,280.554646,10.240.103.183,10.61.155.160,TCP,68,62471  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=1169865734 TSecr=0 SACK_PERM
8443,281.605957,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8444,281.60596,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8505,284.291921,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
8508,284.34149,10.240.103.183,10.28.172.225,TCP,68,62472  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3802821544 TSecr=0 SACK_PERM
8534,284.605065,10.240.103.183,10.61.155.160,TCP,68,62473  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=2677536050 TSecr=0 SACK_PERM
8578,286.107475,10.240.103.183,10.16.115.208,DNS,64,Standard query 0x6b9e AAAA imap.gmail.com
8579,286.108044,10.240.103.183,10.16.115.208,DNS,64,Standard query 0x8fab A imap.gmail.com
8597,286.843501,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
8645,288.113762,10.240.103.183,10.16.115.208,DNS,64,Standard query 0x6b9e AAAA imap.gmail.com
8646,288.113992,10.240.103.183,10.16.115.208,DNS,64,Standard query 0x8fab A imap.gmail.com
8647,288.171886,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8648,288.171889,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8653,288.703897,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8654,288.7039,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8763,292.181293,10.240.103.183,10.48.149.76,DNS,64,Standard query 0x6b9e AAAA imap.gmail.com
8764,292.181699,10.240.103.183,10.48.149.76,DNS,64,Standard query 0x8fab A imap.gmail.com
8765,292.341838,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
8816,294.185749,10.240.103.183,10.48.149.76,DNS,64,Standard query 0x6b9e AAAA imap.gmail.com
8817,294.185964,10.240.103.183,10.48.149.76,DNS,64,Standard query 0x8fab A imap.gmail.com
8827,295.014365,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
8862,296.280772,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8863,296.280776,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8923,297.964175,10.240.103.183,10.48.149.76,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
8924,297.964555,10.240.103.183,10.48.149.76,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
8926,298.046058,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8927,298.046061,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8928,298.046062,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8929,298.046063,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8933,298.304185,10.240.103.183,10.29.228.216,TCP,68,62474  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3853198965 TSecr=0 SACK_PERM
8934,298.353796,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8935,298.353799,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8976,299.836768,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8977,299.836771,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8982,299.976444,10.240.103.183,10.48.149.76,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
8983,299.976726,10.240.103.183,10.48.149.76,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
8998,300.023703,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
8999,300.023705,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9003,300.452776,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9004,300.452779,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9020,300.876786,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
9074,303.735273,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x6d728285
9091,304.030762,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9092,304.030764,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9093,304.030765,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9094,304.030766,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9219,309.611694,10.218.222.43,10.153.186.80,DHCP,342,DHCP Discover - Transaction ID 0x8599d451
9400,316.545726,10.240.103.183,10.16.115.208,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
9401,316.54628,10.240.103.183,10.16.115.208,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
9424,317.91358,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9425,317.913582,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9446,318.582426,10.240.103.183,10.16.115.208,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
9447,318.582626,10.240.103.183,10.16.115.208,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
9480,321.101055,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xeeaa AAAA mask.apple-dns.net
9481,321.101336,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xb9f6 A mask.apple-dns.net
9484,321.177526,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9485,321.177529,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9486,321.17753,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9487,321.246788,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xde26 HTTPS mask-h2.icloud.com
9488,321.247102,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xc7d5 AAAA mask-h2.icloud.com
9489,321.247383,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xa0d1 A mask-h2.icloud.com
9506,321.29847,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9507,321.298473,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9508,321.302977,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9509,321.302979,10.51.72.101,10.240.103.183,ICMP,84,Destination unreachable (Network unreachable)
9514,321.62296,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=e44ca81f2b43114b, SCID=900ac8c02a11f6e7, PKN: 0, CRYPTO, PADDING"
9515,321.666109,10.240.103.183,10.200.28.4,TCP,68,62475  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=2591748963 TSecr=0 SACK_PERM
9521,321.932957,10.240.103.183,10.87.164.16,TCP,68,62476  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3319249191 TSecr=0 SACK_PERM
9523,322.075622,10.240.103.183,10.196.65.32,TCP,68,62477  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=2902218859 TSecr=0 SACK_PERM
9528,322.221941,10.240.103.183,10.160.29.21,TCP,68,62478  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3252958247 TSecr=0 SACK_PERM
9544,322.365162,10.240.103.183,10.136.167.35,TCP,68,62479  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3977311469 TSecr=0 SACK_PERM
9548,322.626187,10.240.103.183,10.203.44.63,QUIC,1382,"Initial, DCID=e44ca81f2b43114b, SCID=900ac8c02a11f6e7, PKN: 1, CRYPTO, PADDING"
9551,322.669888,10.240.103.183,10.48.149.76,DNS,81,Standard query 0x1cc6 AAAA p48-imap.mail.me.com.akadns.net
9552,322.670085,10.240.103.183,10.48.149.76,DNS,81,Standard query 0xe859 A p48-imap.mail.me.com.akadns.net
9574,323.165471,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xeeaa AAAA mask.apple-dns.net
9575,323.165668,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xb9f6 A mask.apple-dns.net
9591,323.306718,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xde26 HTTPS mask-h2.icloud.com
9592,323.306894,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xc7d5 AAAA mask-h2.icloud.com
9593,323.307028,10.240.103.183,10.16.115.208,DNS,68,Standard query 0xa0d1 A mask-h2.icloud.com
9597,323.421899,10.240.103.183,10.179.187.50,QUIC,1382,"Initial, DCID=77f161b30711c4eb, SCID=927514af5b33ec37, PKN: 0, CRYPTO, PADDING"
9600,323.676714,10.240.103.183,10.237.215.137,QUIC,1382,"Initial, DCID=c4a8d82a605f40fd, SCID=74c4f46f7af08291, PKN: 0, CRYPTO, PADDING"
